model_version,dataset_name,dataset_size,error,model_size,execution_time,load_time,B-PER_precision,B-PER_recall,B-PER_f1,I-PER_precision,I-PER_recall,I-PER_f1,overall_precision,overall_recall,overall_f1
version-19-roberta-base,NYT_corr1,556,,124058116.0,1.9717650413513184,0.8567655086517334,0.8530612244897959,0.8818565400843882,0.867219917012448,0.8530612244897959,0.8818565400843882,0.867219917012448,0.0,0.0,0.0
version-19-roberta-base,NYT_corr2,864,,124058116.0,2.477736473083496,0.8567655086517334,0.8924205378973105,0.9240506329113924,0.907960199004975,0.8924205378973105,0.9240506329113924,0.907960199004975,0.0,0.0,0.0
version-19-roberta-base,NYT_corr3,573,,124058116.0,2.199280023574829,0.8567655086517334,0.9222222222222223,0.8586206896551725,0.8892857142857143,0.9222222222222223,0.8586206896551725,0.8892857142857143,0.0,0.0,0.0
version-19-roberta-base,ritter.txt,801,,124058116.0,2.5463972091674805,0.8567655086517334,0.582392776523702,0.7226890756302521,0.645,0.582392776523702,0.7226890756302521,0.645,0.0,0.0,0.0
version-19-roberta-base,WNUT.conll,2868,,124058116.0,7.4811787605285645,0.8567655086517334,0.6169724770642202,0.6513317191283293,0.6336866902237928,0.6169724770642202,0.6513317191283293,0.6336866902237928,0.0,0.0,0.0
version-20-roberta-base,a.conll,424,,124058116.0,1.869215488433838,0.8662583827972412,0.4879725085910653,0.8114285714285714,0.6094420600858368,0.4879725085910653,0.8114285714285714,0.6094420600858368,0.0,0.0,0.0
version-20-roberta-base,b.conll,1238,,124058116.0,3.4740138053894043,0.8662583827972412,0.5266579973992198,0.625,0.5716302046577276,0.5266579973992198,0.625,0.5716302046577276,0.0,0.0,0.0
version-20-roberta-base,conllpp_train.txt,10492,,124058116.0,21.417028665542603,0.8662583827972412,0.8732074151801329,0.9454648740768794,0.9079007182471133,0.8732074151801329,0.9454648740768794,0.9079007182471133,0.0,0.0,0.0
version-20-roberta-base,e.conll,98,,124058116.0,1.0570068359375,0.8662583827972412,0.5517241379310345,0.5,0.5245901639344263,0.5517241379310345,0.5,0.5245901639344263,0.0,0.0,0.0
version-20-roberta-base,f.conll,1600,,124058116.0,4.506466865539551,0.8662583827972412,0.6395978344934261,0.6476115896632733,0.6435797665369649,0.6395978344934261,0.6476115896632733,0.6435797665369649,0.0,0.0,0.0
version-20-roberta-base,g.conll,1710,,124058116.0,4.586732625961304,0.8662583827972412,0.7495726495726496,0.7851387645478961,0.7669435942282465,0.7495726495726496,0.7851387645478961,0.7669435942282465,0.0,0.0,0.0
version-20-roberta-base,h.conll,1600,,124058116.0,4.353133916854858,0.8662583827972412,0.43783783783783786,0.4995594713656388,0.46666666666666673,0.43783783783783786,0.4995594713656388,0.46666666666666673,0.0,0.0,0.0
version-20-roberta-base,KAGGLE.csv,31382,,124058116.0,65.5701744556427,0.8662583827972412,0.8082405345211582,0.8091415830546266,0.8086908077994429,0.8082405345211582,0.8091415830546266,0.8086908077994429,0.0,0.0,0.0
version-20-roberta-base,NYT_corr1,556,,124058116.0,2.1001198291778564,0.8662583827972412,0.8333333333333334,0.9704641350210971,0.8966861598440546,0.8333333333333334,0.9704641350210971,0.8966861598440546,0.0,0.0,0.0
version-20-roberta-base,NYT_corr2,864,,124058116.0,2.5400543212890625,0.8662583827972412,0.9949622166246851,1.0,0.9974747474747475,0.9949622166246851,1.0,0.9974747474747475,0.0,0.0,0.0
version-20-roberta-base,NYT_corr3,573,,124058116.0,2.0472028255462646,0.8662583827972412,0.9326599326599326,0.9551724137931035,0.9437819420783646,0.9326599326599326,0.9551724137931035,0.9437819420783646,0.0,0.0,0.0
version-20-roberta-base,ritter.txt,801,,124058116.0,2.5340211391448975,0.8662583827972412,0.39568345323741005,0.7703081232492998,0.5228136882129276,0.39568345323741005,0.7703081232492998,0.5228136882129276,0.0,0.0,0.0
version-20-roberta-base,WNUT.conll,2868,,124058116.0,7.309744596481323,0.8662583827972412,0.4346781940441883,0.7304277643260694,0.5450165612767239,0.4346781940441883,0.7304277643260694,0.5450165612767239,0.0,0.0,0.0
version-21-roberta-base,a.conll,424,,124058116.0,1.7843124866485596,0.8671269416809082,0.5132075471698113,0.7771428571428571,0.6181818181818183,0.5132075471698113,0.7771428571428571,0.6181818181818183,0.0,0.0,0.0
version-21-roberta-base,b.conll,1238,,124058116.0,3.4420905113220215,0.8671269416809082,0.5357142857142857,0.5324074074074074,0.5340557275541796,0.5357142857142857,0.5324074074074074,0.5340557275541796,0.0,0.0,0.0
