model_version,dataset_name,model_size,dataset_size,execution_time,load_time,B-PER_precision,B-PER_recall,B-PER_f1,I-PER_precision,I-PER_recall,I-PER_f1,overall_precision,overall_recall,overall_f1
version-5-roberta-base,a.conll,124057347,424,1.8157949447631836,0.43089914321899414,0.543859649122807,0.9064327485380117,0.6798245614035089,0.543859649122807,0.9064327485380117,0.6798245614035089,0.0,0.0,0.0
version-5-roberta-base,b.conll,124057347,1238,3.4521241188049316,0.43089914321899414,0.7441860465116279,0.9382716049382716,0.8300341296928327,0.7441860465116279,0.9382716049382716,0.8300341296928327,0.0,0.0,0.0
version-5-roberta-base,conllpp_train.txt,124057347,10492,21.678258419036865,0.43089914321899414,0.9500548847420417,0.9833364893012687,0.9664092304829255,0.9500548847420417,0.9833364893012687,0.9664092304829255,0.0,0.0,0.0
version-5-roberta-base,e.conll,124057347,98,1.0534913539886475,0.43089914321899414,0.6511627906976745,0.875,0.7466666666666667,0.6511627906976745,0.875,0.7466666666666667,0.0,0.0,0.0
version-5-roberta-base,f.conll,124057347,1600,4.48703670501709,0.43089914321899414,0.9251101321585903,0.9866875489428347,0.9549071618037135,0.9251101321585903,0.9866875489428347,0.9549071618037135,0.0,0.0,0.0
version-5-roberta-base,g.conll,124057347,1710,4.55152440071106,0.43089914321899414,0.8291700241740532,0.9212175470008953,0.8727735368956743,0.8291700241740532,0.9212175470008953,0.8727735368956743,0.0,0.0,0.0
version-5-roberta-base,h.conll,124057347,1600,4.217531204223633,0.43089914321899414,0.6734279918864098,0.8775330396475771,0.7620504973221116,0.6734279918864098,0.8775330396475771,0.7620504973221116,0.0,0.0,0.0
version-5-roberta-base,KAGGLE.csv,124057347,31382,65.0397961139679,0.43089914321899414,0.7093213925327951,0.8358974358974359,0.7674251987308519,0.7093213925327951,0.8358974358974359,0.7674251987308519,0.0,0.0,0.0
version-5-roberta-base,NYT_corr2,124057347,864,2.836371421813965,0.43089914321899414,0.8391304347826087,0.9674185463659147,0.8987194412107101,0.8391304347826087,0.9674185463659147,0.8987194412107101,0.0,0.0,0.0
version-5-roberta-base,NYT_corr3,124057347,573,1.9807446002960205,0.43089914321899414,0.8802588996763754,0.9379310344827586,0.9081803005008348,0.8802588996763754,0.9379310344827586,0.9081803005008348,0.0,0.0,0.0
version-5-roberta-base,ritter.txt,124057347,801,2.526439905166626,0.43089914321899414,0.3634085213032581,0.8123249299719888,0.5021645021645021,0.3634085213032581,0.8123249299719888,0.5021645021645021,0.0,0.0,0.0
version-5-roberta-base,WNUT.conll,124057347,2868,7.31586480140686,0.43089914321899414,0.416597510373444,0.8103309120258273,0.5502877500685118,0.416597510373444,0.8103309120258273,0.5502877500685118,0.0,0.0,0.0
version-6-roberta-base,a.conll,124057347,424,1.8124914169311523,0.4264700412750244,0.5435540069686411,0.9122807017543859,0.6812227074235807,0.5435540069686411,0.9122807017543859,0.6812227074235807,0.0,0.0,0.0
